student_id,branch,gender,attendance_pct,cgpa,backlogs,internships,projects_completed,certifications,coding_score,communication_score,extracurricular_score,aptitude_score,performance_score,placed,package_lpa
STU0255,MECH,Male,95.6,6.18,0,0,4,2,71.4,74.7,69.6,100.0,85.55,1,9.54
STU0256,CSE,Female,68.7,6.24,0,0,1,1,78.6,52.0,28.4,73.9,64.42,0,0.0
STU0257,CIVIL,Male,76.2,5.4,0,0,1,2,57.5,77.1,95.2,57.7,64.61,1,8.83
STU0258,CSE,Male,72.5,7.46,0,2,1,1,50.5,77.6,76.3,49.8,77.66,0,0.0
STU0259,IT,Female,71.1,7.11,1,0,2,2,57.9,84.9,44.8,63.4,77.33,0,0.0
STU0260,MECH,Female,76.7,6.72,1,1,3,2,50.5,95.4,34.4,54.8,72.13,0,0.0
STU0261,CIVIL,Female,94.3,4.0,0,2,2,2,63.5,49.7,65.1,74.5,63.96,1,9.81
STU0262,IT,Female,98.4,5.83,1,2,1,1,66.5,65.3,49.4,74.3,75.65,0,0.0
STU0263,IT,Male,76.6,8.43,1,1,2,1,60.4,61.1,61.6,61.5,69.24,1,10.8
STU0264,EEE,Female,99.1,6.47,3,0,0,1,90.1,72.1,69.9,95.8,65.62,0,0.0
STU0265,EEE,Female,80.4,7.6,0,1,2,2,54.2,70.2,43.7,57.7,80.95,1,9.38
STU0266,MECH,Female,97.5,5.67,0,0,2,1,85.9,67.2,32.7,66.3,71.61,1,7.65
STU0267,ECE,Female,79.1,8.78,0,2,2,3,49.4,82.3,62.7,76.9,91.8,1,10.61
STU0268,ECE,Female,81.3,7.04,0,0,3,1,66.1,56.8,44.3,80.5,78.84,1,11.27
STU0269,MECH,Male,83.7,7.52,0,0,0,1,82.7,57.5,57.9,85.9,80.4,1,9.08
STU0270,MECH,Male,100.0,9.76,0,1,1,5,82.0,57.7,28.1,74.0,99.96,1,11.59
STU0271,IT,Male,88.5,8.87,0,3,2,3,58.7,65.7,50.0,82.7,88.68,1,11.04
STU0272,CSE,Male,72.9,6.86,0,0,0,4,73.3,55.3,69.3,58.7,71.57,1,10.54
STU0273,CSE,Male,89.7,6.55,0,0,0,1,71.3,69.4,67.1,80.9,73.82,0,0.0
STU0274,EEE,Male,76.4,6.84,0,1,3,2,56.9,68.0,39.2,80.7,73.81,1,9.32
STU0275,ECE,Female,75.1,7.76,1,0,1,1,74.2,60.6,31.6,89.2,81.19,0,0.0
STU0276,ECE,Female,89.1,7.08,0,0,3,2,92.9,80.5,55.3,44.6,84.65,0,0.0
STU0277,ECE,Female,80.3,6.77,0,0,2,2,72.1,69.3,66.2,55.3,79.41,1,8.85
STU0278,CIVIL,Female,82.8,8.81,1,1,4,0,73.5,82.8,63.1,79.5,83.44,1,9.97
STU0279,CSE,Female,80.1,7.07,2,3,1,3,75.1,67.7,44.8,30.9,60.39,1,11.37
STU0280,CSE,Female,83.4,9.73,2,2,2,2,43.1,69.7,61.0,74.9,83.83,0,0.0
STU0281,IT,Male,84.2,7.3,0,1,3,0,71.9,63.2,85.0,82.8,92.49,1,8.98
STU0282,ECE,Female,60.6,9.16,2,0,1,2,49.7,69.9,59.1,59.9,79.76,0,0.0
STU0283,CIVIL,Male,86.7,7.59,0,0,0,3,56.2,78.5,22.3,62.0,74.56,1,8.42
STU0284,ECE,Male,70.2,8.26,1,0,1,1,97.4,65.1,59.1,53.0,81.2,1,9.47
STU0285,ECE,Female,65.6,6.4,1,0,2,2,61.2,76.2,95.9,60.7,68.9,0,0.0
STU0286,EEE,Female,79.4,6.26,2,2,6,1,53.9,60.2,29.3,61.1,63.19,0,0.0
STU0287,CSE,Male,80.8,7.71,1,1,1,0,82.3,79.1,55.6,58.4,80.34,1,9.27
STU0288,MECH,Male,73.1,8.29,2,1,1,1,50.8,63.0,50.5,57.7,69.43,1,8.81
STU0289,MECH,Male,88.3,7.24,1,0,2,0,58.3,80.2,56.9,64.2,71.59,0,0.0
STU0290,ECE,Male,66.6,5.78,2,1,1,3,83.7,70.7,58.9,64.0,62.12,0,0.0
STU0291,CIVIL,Male,75.9,5.7,0,2,3,2,65.6,88.3,77.8,94.2,77.22,0,0.0
STU0292,IT,Female,74.2,5.63,0,1,1,0,41.6,56.2,56.7,62.5,56.18,0,0.0
STU0293,EEE,Female,79.5,5.26,1,0,3,0,73.2,52.3,80.5,72.8,56.82,0,0.0
STU0294,IT,Female,82.8,7.32,0,0,3,1,59.1,62.6,52.6,59.9,79.09,1,9.87
STU0295,MECH,Female,69.9,8.44,2,0,4,2,88.1,53.4,48.0,59.7,74.74,1,10.91
STU0296,MECH,Female,87.2,7.19,0,1,1,1,55.9,53.4,41.6,44.1,70.81,0,0.0
STU0297,EEE,Female,80.6,4.71,2,1,3,0,80.8,77.5,18.7,46.0,60.22,0,0.0
STU0298,ECE,Male,61.1,6.99,0,2,3,3,91.6,69.9,60.5,51.1,81.27,1,12.27
STU0299,IT,Male,60.4,7.02,0,0,1,0,52.2,64.2,96.1,70.6,72.04,1,7.76
STU0300,CSE,Female,79.9,9.51,0,1,3,1,62.1,65.4,64.2,83.1,95.75,1,11.59
STU0301,ECE,Male,77.8,5.6,1,0,4,2,70.8,62.8,68.7,43.0,75.93,0,0.0
STU0302,CIVIL,Male,79.0,6.77,0,0,0,3,52.1,89.8,46.7,60.3,67.56,1,9.09
STU0303,CSE,Male,79.7,9.08,2,2,0,0,69.1,61.2,50.1,48.9,76.28,1,9.17
STU0304,EEE,Female,82.3,7.69,0,2,2,0,61.6,54.1,74.7,64.3,76.0,1,9.49
STU0305,MECH,Male,89.5,7.82,0,1,1,1,61.3,79.6,95.2,83.1,84.68,0,0.0
STU0306,CSE,Female,68.9,7.33,0,1,1,0,65.7,67.4,84.8,61.7,71.89,1,10.45
STU0307,IT,Male,68.3,7.56,0,0,1,1,66.1,94.5,71.1,67.3,82.13,1,9.89
STU0308,MECH,Male,69.1,8.06,0,3,1,0,67.5,63.7,55.7,88.4,77.37,1,11.69
STU0309,IT,Male,82.9,6.31,0,3,2,2,56.0,80.2,59.2,74.4,77.76,1,10.5
STU0310,CSE,Male,92.4,8.17,1,2,0,1,56.7,83.0,39.9,57.4,77.2,1,10.03
STU0311,MECH,Female,75.7,5.69,1,1,0,3,63.2,63.7,26.0,70.2,61.97,1,8.17
STU0312,CIVIL,Male,55.0,7.56,0,0,3,2,64.3,61.1,32.5,56.4,78.86,0,0.0
STU0313,CSE,Male,63.0,7.4,0,2,2,0,58.4,78.9,56.0,73.9,74.65,1,10.94
STU0314,IT,Female,71.7,6.52,0,2,3,2,69.9,76.9,49.2,75.2,77.1,1,10.43
STU0315,IT,Female,74.4,7.18,0,0,1,2,37.8,53.1,25.6,48.9,68.17,0,0.0
STU0316,MECH,Male,75.9,6.52,0,2,2,1,54.0,56.5,54.3,70.5,67.65,1,10.93
STU0317,CIVIL,Female,80.4,6.02,1,3,2,3,60.8,39.6,48.6,66.4,66.3,0,0.0
STU0318,CIVIL,Female,76.9,6.81,1,2,2,2,52.2,77.1,31.5,75.6,63.55,1,9.62
STU0319,EEE,Male,90.5,5.99,0,1,2,2,89.4,66.9,47.6,79.6,80.25,0,0.0
STU0320,CIVIL,Female,73.2,7.56,0,1,1,2,65.3,68.1,48.6,74.7,72.86,0,0.0
STU0321,IT,Female,71.4,5.93,0,1,4,4,67.7,49.7,42.7,63.8,73.95,1,9.49
STU0322,CSE,Female,84.8,7.98,0,0,3,2,57.8,56.8,73.5,81.1,87.77,1,10.33
STU0323,MECH,Male,64.6,5.9,1,0,1,0,64.8,64.3,16.9,55.8,62.05,0,0.0
STU0324,EEE,Male,83.9,6.58,0,2,2,2,46.8,61.9,15.3,49.5,62.94,0,0.0
STU0325,EEE,Male,81.0,6.51,1,2,1,2,62.5,71.4,55.1,23.3,63.25,0,0.0
STU0326,IT,Female,78.5,8.66,1,1,3,4,50.9,77.0,56.9,67.0,86.61,1,10.11
STU0327,IT,Female,95.9,7.56,1,0,2,1,60.8,97.2,63.1,56.5,76.02,0,0.0
STU0328,CSE,Male,73.8,6.97,0,1,2,2,26.6,69.8,44.2,73.6,75.62,0,0.0
STU0329,CSE,Male,100.0,7.75,2,4,2,1,48.1,83.4,36.6,40.4,67.27,0,0.0
STU0330,MECH,Female,77.7,4.88,1,1,3,1,87.0,60.0,54.9,58.9,54.78,0,0.0
STU0331,MECH,Female,67.2,7.15,0,0,5,1,77.5,49.9,46.2,74.6,85.51,1,10.56
STU0332,ECE,Female,80.7,9.4,0,1,1,1,84.8,65.8,86.0,53.6,87.44,1,11.43
STU0333,IT,Male,69.2,7.35,1,0,3,2,85.8,50.8,48.5,73.7,71.99,0,0.0
STU0334,CIVIL,Female,72.5,7.27,1,0,2,2,75.1,70.2,53.9,60.2,73.65,0,0.0
STU0335,ECE,Male,84.0,7.8,2,1,3,1,58.2,60.6,100.0,67.5,79.4,0,0.0
STU0336,CIVIL,Female,85.6,8.19,0,0,1,3,49.4,46.5,51.1,76.3,77.37,1,9.97
STU0337,EEE,Male,73.8,5.0,0,0,3,0,82.2,90.8,66.1,81.3,76.27,1,9.84
STU0338,IT,Male,89.9,5.35,1,0,1,1,66.0,63.5,67.9,69.3,58.56,0,0.0
STU0339,IT,Male,91.6,7.43,0,1,5,3,100.0,50.3,69.6,56.6,91.93,1,11.66
STU0340,EEE,Female,94.4,6.41,0,2,2,2,59.5,80.8,60.8,61.6,68.83,1,10.54
STU0341,MECH,Female,85.3,8.64,1,2,3,0,94.6,61.3,58.9,76.9,88.58,1,11.1
STU0342,IT,Male,93.6,6.85,0,0,2,0,62.6,83.1,57.0,53.7,72.97,0,0.0
STU0343,MECH,Female,61.2,5.07,1,0,2,2,85.0,61.2,43.5,65.5,55.44,0,0.0
STU0344,MECH,Male,76.8,5.81,1,4,1,0,90.5,63.5,61.5,62.6,75.82,1,11.57
STU0345,EEE,Male,71.3,4.18,0,1,1,1,49.7,74.1,95.6,66.6,50.91,0,0.0
STU0346,IT,Male,81.2,6.94,2,1,0,2,57.7,77.1,79.2,53.9,61.29,0,0.0
STU0347,EEE,Female,74.3,6.99,0,0,1,0,49.5,79.2,61.1,42.1,70.4,0,0.0
STU0348,EEE,Male,78.3,6.73,0,3,0,1,46.6,68.9,72.1,75.3,75.1,1,9.9
STU0349,IT,Female,98.8,8.39,0,0,2,0,75.0,76.3,37.6,81.5,92.67,1,9.82
STU0350,CSE,Male,78.3,8.52,0,2,3,2,62.1,78.9,49.8,42.9,79.47,1,12.42
STU0351,MECH,Male,84.1,7.01,0,1,1,1,65.8,72.4,74.0,73.2,75.72,0,0.0
STU0352,CSE,Male,77.7,4.85,0,1,4,2,73.3,68.3,84.7,83.2,62.14,1,8.7
STU0353,IT,Female,80.8,7.88,0,4,1,1,37.1,52.7,39.6,76.3,79.2,1,12.1
STU0354,ECE,Male,80.1,7.81,0,2,2,2,84.3,77.2,45.3,62.2,77.2,1,11.5
STU0355,EEE,Female,84.5,7.54,0,2,1,1,59.8,70.5,98.6,54.8,72.15,1,9.32
STU0356,EEE,Female,91.7,8.28,0,1,0,1,73.0,65.0,56.9,69.1,82.48,1,9.68
STU0357,CSE,Male,96.5,5.92,1,1,3,0,74.3,85.3,91.5,71.5,71.97,1,10.38
STU0358,EEE,Female,83.1,9.41,0,0,1,2,85.6,52.9,59.1,69.3,91.85,1,12.7
STU0359,CSE,Female,85.9,6.14,2,2,2,1,63.4,89.7,59.9,65.5,69.66,0,0.0
STU0360,CIVIL,Male,68.5,8.02,0,3,2,1,33.1,69.7,48.9,52.8,76.33,1,11.36
STU0361,EEE,Male,79.1,5.34,0,1,1,0,65.9,73.8,73.9,73.9,65.56,0,0.0
STU0362,EEE,Male,89.4,6.18,0,1,4,3,68.0,65.3,82.2,74.6,74.03,1,10.58
STU0363,IT,Female,88.7,8.87,2,2,1,3,49.5,50.0,34.3,70.8,86.23,0,0.0
STU0364,EEE,Male,82.1,6.91,1,2,2,2,67.2,68.3,48.0,69.6,70.1,0,0.0
STU0365,CSE,Female,88.9,8.12,1,0,2,2,59.6,74.0,73.3,91.5,89.6,1,10.19
STU0366,MECH,Female,84.9,7.46,0,5,5,6,44.9,78.1,52.4,59.3,94.45,1,12.01
STU0367,ECE,Female,92.0,7.08,0,0,3,1,75.1,67.6,45.1,85.9,84.79,1,10.48
STU0368,IT,Male,82.9,8.7,2,2,1,0,56.5,43.7,75.2,57.7,77.81,0,0.0
STU0369,CSE,Female,76.4,6.94,0,1,0,3,58.9,51.5,77.1,83.5,61.55,1,9.32
STU0370,CIVIL,Male,83.4,5.24,0,1,1,4,58.1,94.6,46.0,85.3,67.01,1,8.62
STU0371,ECE,Male,50.7,6.32,1,1,2,1,83.5,56.9,59.2,63.9,70.15,1,10.01
STU0372,MECH,Male,83.8,7.81,2,0,3,0,64.4,87.1,30.8,91.3,80.32,0,0.0
STU0373,ECE,Male,45.0,7.64,1,2,1,1,66.2,58.8,37.1,74.6,64.6,1,9.03
STU0374,ECE,Male,62.8,5.48,1,0,1,0,58.4,67.8,57.5,55.7,53.76,0,0.0
STU0375,EEE,Male,84.5,6.4,0,1,2,1,71.9,77.5,55.6,62.8,62.79,0,0.0
STU0376,CSE,Male,84.8,6.56,3,2,1,1,85.2,60.2,35.7,83.9,67.4,1,9.38
STU0377,CIVIL,Male,68.4,6.8,0,1,2,1,74.7,89.1,40.7,80.9,67.62,1,9.49
STU0378,CIVIL,Female,72.9,5.69,0,0,1,0,75.3,70.9,33.7,53.2,68.01,1,9.61
STU0379,ECE,Male,93.7,6.51,0,3,2,0,74.1,75.5,64.1,66.1,79.17,1,11.24
STU0380,IT,Female,75.2,6.4,0,0,2,1,44.3,66.8,15.6,70.8,66.31,0,0.0
STU0381,CSE,Female,100.0,8.05,0,1,1,1,51.9,77.9,34.8,60.9,82.26,1,8.84
STU0382,EEE,Female,80.0,8.09,0,1,1,1,61.9,88.9,17.7,100.0,81.96,1,9.83
STU0383,EEE,Female,84.1,7.04,1,3,3,2,54.1,68.4,63.4,71.3,75.37,1,10.85
STU0384,IT,Female,96.2,6.77,0,1,2,1,49.0,90.8,18.9,67.1,69.32,0,0.0
STU0385,CSE,Female,81.3,7.35,1,3,2,1,36.9,62.7,55.6,84.7,74.09,0,0.0
STU0386,CSE,Female,70.0,6.3,2,1,2,1,44.8,79.2,87.8,62.9,52.55,1,8.28
STU0387,CSE,Female,78.9,5.94,1,2,1,3,61.2,75.9,88.5,82.1,59.45,0,0.0
STU0388,CIVIL,Male,79.6,6.17,2,3,1,2,64.0,57.2,18.9,44.7,59.74,0,0.0
STU0389,EEE,Male,66.4,6.5,1,1,2,3,53.1,72.6,61.0,61.6,65.94,0,0.0
STU0390,CSE,Female,77.4,5.92,2,1,3,0,66.2,70.1,35.2,82.7,64.82,0,0.0
STU0391,CIVIL,Male,72.6,7.38,1,0,2,2,58.5,59.8,31.1,90.0,72.85,1,11.21
STU0392,IT,Female,89.2,8.0,2,1,2,0,81.4,74.3,52.7,57.2,83.45,0,0.0
STU0393,ECE,Male,80.3,5.45,0,1,6,1,62.6,71.8,79.6,55.5,72.33,0,0.0
STU0394,MECH,Male,77.2,7.23,0,0,1,1,75.4,69.1,67.0,75.9,77.79,0,0.0
STU0395,CIVIL,Female,78.9,6.96,0,1,3,0,68.0,69.2,40.7,59.3,75.91,1,9.59
STU0396,EEE,Female,82.2,7.58,1,2,2,0,44.0,68.9,69.1,64.2,74.94,0,0.0
STU0397,CSE,Female,86.2,7.19,0,3,1,0,63.6,65.6,10.1,80.3,77.74,1,10.41
STU0398,IT,Male,70.0,5.6,1,2,2,2,46.5,71.7,39.9,60.4,61.38,0,0.0
STU0399,IT,Female,69.6,5.81,1,1,3,3,63.4,62.3,38.5,40.5,67.3,0,0.0
STU0400,IT,Female,91.0,7.23,1,1,2,2,53.8,100.0,56.6,49.8,65.28,0,0.0
STU0401,EEE,Female,75.9,8.33,1,0,2,2,70.7,53.1,50.9,68.1,74.13,0,0.0
STU0402,CIVIL,Female,65.8,4.76,1,4,0,1,44.9,63.0,52.2,41.9,46.75,0,0.0
STU0403,IT,Female,84.4,7.58,0,0,1,1,65.2,63.9,51.5,63.8,76.51,0,0.0
STU0404,EEE,Female,84.6,8.51,0,0,3,3,73.6,94.5,55.4,48.5,90.96,1,9.55
STU0405,ECE,Male,64.7,7.03,2,1,1,2,78.6,54.2,65.8,91.0,70.06,0,0.0
STU0406,MECH,Female,82.3,7.81,1,1,2,1,53.5,75.1,58.0,98.3,80.69,1,10.66
STU0407,ECE,Female,87.4,6.43,2,0,0,1,65.3,73.0,49.3,53.2,56.02,0,0.0
STU0408,CSE,Female,83.7,7.07,1,0,2,2,67.8,74.0,63.0,71.6,74.76,0,0.0
STU0409,EEE,Female,86.3,5.42,0,0,3,3,88.2,84.8,71.5,54.6,67.79,1,10.51
STU0410,CSE,Female,66.0,4.62,2,0,4,1,42.8,84.6,43.9,63.7,53.36,0,0.0
STU0411,IT,Male,83.3,8.24,0,1,1,3,51.3,64.6,53.8,93.2,76.84,1,9.49
STU0412,IT,Female,77.0,6.12,0,2,1,1,100.0,72.3,78.2,61.5,73.81,1,11.41
STU0413,IT,Male,75.2,6.7,0,1,0,0,60.9,47.6,32.9,64.0,61.14,0,0.0
STU0414,CSE,Male,88.7,5.67,0,0,0,3,36.6,71.2,91.1,54.8,60.36,0,0.0
STU0415,CSE,Female,94.8,5.65,0,0,2,1,56.3,60.5,28.2,84.0,73.34,0,0.0
STU0416,CIVIL,Female,97.9,7.01,1,2,3,2,23.5,67.8,48.1,22.3,67.71,0,0.0
STU0417,EEE,Male,93.1,6.4,0,2,3,2,68.6,49.8,36.0,61.8,70.05,0,0.0
STU0418,CSE,Male,78.9,7.62,0,2,1,2,77.1,74.9,98.8,67.4,77.37,1,10.98
STU0419,IT,Male,83.5,7.7,0,1,3,2,51.3,49.6,44.9,58.7,74.08,1,10.11
STU0420,MECH,Male,87.7,7.55,1,0,0,0,57.9,71.8,45.0,80.1,64.87,1,7.64
STU0421,EEE,Male,81.2,7.46,2,2,1,2,78.9,55.3,47.6,84.8,74.93,1,9.63
STU0422,CIVIL,Male,81.3,8.94,2,1,1,4,38.7,59.8,56.9,48.2,78.3,0,0.0
STU0423,CIVIL,Female,88.2,6.03,0,1,3,1,45.2,83.9,48.4,97.3,74.28,0,0.0
STU0424,MECH,Female,79.4,7.14,2,2,0,1,61.6,77.1,52.3,48.1,65.41,1,8.72
STU0425,ECE,Female,72.7,8.45,1,0,1,0,53.7,83.8,0.0,86.0,76.51,1,8.24
STU0426,IT,Male,75.9,8.59,1,1,1,1,60.6,88.7,56.1,70.1,77.43,0,0.0
STU0427,EEE,Male,86.3,5.64,0,0,4,0,46.0,60.7,55.4,60.9,62.68,1,8.81
STU0428,CIVIL,Male,80.0,6.86,2,1,0,1,68.2,88.0,75.8,62.3,62.06,0,0.0
STU0429,CSE,Female,83.4,8.69,0,1,4,3,62.8,52.4,81.2,67.5,86.33,1,11.13
STU0430,CIVIL,Male,86.7,7.76,0,1,2,1,73.2,79.0,51.2,70.9,79.05,1,11.95
STU0431,CSE,Male,76.3,7.41,2,0,1,1,68.0,64.1,71.3,55.1,67.97,0,0.0
STU0432,CIVIL,Male,87.6,6.96,1,0,1,2,68.1,58.8,33.0,64.7,71.81,0,0.0
STU0433,CIVIL,Female,83.8,6.78,0,0,0,1,43.3,77.4,70.3,57.2,78.92,0,0.0
STU0434,CSE,Male,67.7,7.52,0,0,0,0,72.4,81.3,43.6,51.0,65.85,0,0.0
STU0435,ECE,Male,94.4,6.92,0,0,1,0,60.0,81.0,31.3,56.6,71.64,1,9.04
STU0436,CSE,Female,75.0,7.15,0,0,0,0,62.5,72.6,51.3,51.9,63.02,1,8.46
STU0437,MECH,Female,63.4,7.29,1,1,1,0,80.7,71.6,83.0,62.1,68.31,1,9.78
STU0438,EEE,Male,69.5,6.45,0,0,4,2,54.2,76.3,58.6,74.1,72.88,1,9.34
STU0439,CSE,Male,69.8,7.79,0,0,0,1,85.3,73.6,84.9,69.7,81.55,1,9.92
STU0440,ECE,Female,80.5,10.0,0,3,1,1,86.7,76.5,40.0,95.6,95.84,1,11.75
STU0441,EEE,Female,77.3,5.25,0,1,0,2,76.3,72.4,76.0,37.1,59.88,0,0.0
STU0442,IT,Female,76.6,7.56,1,0,1,3,50.3,80.1,42.0,74.6,72.03,0,0.0
STU0443,CSE,Male,86.2,6.36,2,1,0,0,32.2,50.5,59.5,68.1,50.13,0,0.0
STU0444,ECE,Male,83.4,7.84,3,0,2,3,81.2,68.4,59.3,79.4,73.76,0,0.0
STU0445,MECH,Female,83.2,7.25,1,1,0,3,66.7,53.4,68.2,78.0,72.36,1,9.36
STU0446,MECH,Male,84.1,8.04,1,0,1,1,53.8,73.3,60.0,65.7,75.29,0,0.0
STU0447,IT,Male,86.2,8.49,2,2,3,3,82.6,89.7,40.2,70.4,87.54,1,9.9
STU0448,EEE,Female,58.9,7.41,0,1,2,1,52.1,64.3,72.6,57.6,70.73,1,9.1
STU0449,MECH,Female,76.4,8.45,0,0,0,1,58.6,71.5,89.6,76.6,78.8,1,9.27
STU0450,IT,Male,58.2,4.62,0,1,2,2,72.9,79.1,43.3,41.7,50.67,0,0.0
STU0451,EEE,Female,80.4,8.95,0,1,1,1,48.3,45.2,18.3,78.9,86.05,0,0.0
STU0452,EEE,Male,80.0,7.61,0,0,1,2,63.4,63.7,65.0,67.7,75.36,0,0.0
STU0453,ECE,Female,90.5,8.39,0,0,2,3,81.3,74.4,48.4,61.2,92.42,1,11.58
STU0454,CSE,Female,91.9,5.86,0,0,0,2,68.2,35.2,52.4,64.7,73.31,0,0.0
STU0455,MECH,Male,82.0,6.29,0,2,2,3,83.7,58.3,66.1,65.8,75.62,0,0.0
STU0456,MECH,Female,75.0,7.36,0,0,4,1,82.0,83.2,45.9,86.2,80.64,1,11.03
STU0457,CSE,Male,84.9,7.18,1,1,2,2,65.1,82.0,49.6,100.0,78.01,0,0.0
STU0458,MECH,Female,74.7,7.51,0,2,2,3,29.9,74.5,53.0,85.1,77.85,0,0.0
STU0459,EEE,Male,80.0,8.39,0,0,2,3,48.4,80.6,84.4,60.1,81.55,0,0.0
STU0460,CSE,Male,89.9,5.26,0,0,3,1,76.5,72.6,55.6,76.8,68.54,0,0.0
STU0461,CIVIL,Female,74.4,8.27,0,0,6,0,41.7,76.7,30.3,77.4,87.83,1,7.7
STU0462,CSE,Female,88.1,7.21,2,2,1,1,60.1,66.2,31.1,55.0,68.98,0,0.0
STU0463,CIVIL,Male,86.8,6.98,1,2,4,1,70.1,71.4,57.8,50.3,73.96,0,0.0
STU0464,ECE,Female,70.5,5.58,0,0,1,0,87.0,62.4,32.4,67.1,59.0,1,8.9
STU0465,CSE,Female,89.7,7.75,0,0,2,4,56.4,85.2,23.8,79.3,86.57,1,8.98
STU0466,EEE,Male,87.0,4.54,0,1,2,2,55.3,88.3,67.7,45.4,56.06,0,0.0
STU0467,CSE,Female,81.0,7.91,1,4,5,3,64.2,86.6,68.7,57.9,84.99,1,11.89
STU0468,MECH,Female,72.4,5.56,1,5,1,1,70.3,65.1,47.6,76.0,62.47,1,9.42
STU0469,IT,Male,71.4,7.26,1,1,3,2,62.7,58.6,60.9,68.6,67.28,1,10.29
STU0470,EEE,Male,74.6,7.07,0,1,0,0,80.7,85.3,58.8,87.8,74.82,1,9.43
STU0471,CIVIL,Female,85.4,8.49,0,3,3,6,53.0,76.5,67.0,48.2,91.18,1,11.61
STU0472,CIVIL,Male,70.4,7.0,2,4,1,1,66.8,73.9,67.1,100.0,71.13,1,9.7
STU0473,ECE,Female,84.4,6.44,1,1,1,0,71.7,62.4,2.9,46.5,65.47,1,9.2
STU0474,ECE,Female,67.6,6.64,1,1,2,1,59.0,75.1,50.2,39.6,56.18,0,0.0
STU0475,MECH,Male,78.0,8.6,1,2,0,4,77.6,57.0,65.4,67.2,88.07,1,11.37
STU0476,CIVIL,Male,81.1,7.79,1,0,2,0,67.2,77.6,46.8,52.1,75.94,1,9.49
STU0477,EEE,Female,100.0,6.78,1,0,0,1,76.8,86.5,55.7,67.5,66.84,0,0.0
STU0478,CSE,Male,66.2,6.94,1,2,2,1,67.9,89.6,70.0,67.0,66.6,1,9.13
STU0479,MECH,Male,94.7,5.48,0,1,1,0,70.6,78.5,56.6,65.3,66.93,0,0.0
STU0480,CSE,Female,81.5,7.63,0,1,3,0,55.5,53.4,85.2,56.2,80.07,1,9.6
STU0481,IT,Female,84.1,5.26,0,0,3,1,55.5,72.4,77.5,74.1,64.56,0,0.0
STU0482,CIVIL,Female,81.2,8.03,0,0,3,1,83.4,95.7,52.6,63.6,89.13,1,9.59
STU0483,IT,Female,84.4,7.34,0,1,2,1,74.5,59.6,51.0,83.5,73.85,1,9.94
STU0484,CIVIL,Female,78.5,9.83,0,1,0,0,49.7,69.3,0.0,65.5,80.59,0,0.0
STU0485,ECE,Male,94.5,5.99,0,0,3,3,67.7,87.0,48.5,54.5,66.46,0,0.0
STU0486,IT,Female,75.4,7.09,2,0,3,1,29.4,77.4,27.9,44.4,58.71,0,0.0
STU0487,ECE,Female,91.3,9.18,0,0,7,1,56.4,99.8,59.4,65.6,100.0,1,11.04
STU0488,MECH,Female,73.6,8.51,0,1,3,0,79.4,61.2,58.1,50.2,92.66,1,10.92
STU0489,CIVIL,Female,79.4,6.43,1,1,1,1,63.1,58.1,68.9,49.1,65.3,0,0.0
STU0490,MECH,Male,69.3,7.45,0,0,5,0,66.8,84.7,82.9,75.4,79.1,1,11.55
STU0491,EEE,Female,84.6,7.2,2,0,2,0,19.8,55.6,54.5,43.1,58.88,0,0.0
STU0492,EEE,Male,94.5,7.51,1,0,3,2,59.1,67.6,100.0,87.8,83.07,1,9.34
STU0493,CIVIL,Female,79.2,6.43,1,2,2,3,70.1,69.2,59.6,70.2,65.44,1,10.0
STU0494,MECH,Male,78.0,7.1,0,4,2,3,72.0,82.4,28.8,67.4,76.75,1,11.75
STU0495,IT,Male,68.9,5.44,1,2,1,0,79.4,77.4,43.8,53.5,64.27,1,9.24
STU0496,ECE,Male,77.7,7.35,1,1,1,0,61.8,75.5,47.5,78.7,67.01,1,8.52
STU0497,CSE,Female,64.1,7.7,2,2,1,0,62.5,65.2,66.8,68.0,63.79,1,10.26
STU0498,ECE,Female,70.9,6.95,1,2,4,0,45.0,84.6,36.1,58.4,68.68,1,9.69
STU0499,EEE,Male,82.3,5.42,0,3,2,1,61.9,100.0,49.0,70.8,67.16,1,9.7
STU0500,ECE,Male,93.2,8.29,0,0,2,2,46.1,78.3,51.8,44.4,78.57,0,0.0
STU0501,CSE,Male,100.0,7.6,4,1,2,2,37.3,71.2,46.0,45.1,63.01,0,0.0
STU0502,MECH,Male,74.1,6.4,0,0,1,5,48.7,54.4,71.2,52.3,72.28,0,0.0
STU0503,EEE,Female,94.4,6.89,1,0,2,3,87.6,62.4,67.8,72.9,87.48,1,9.45
STU0504,EEE,Male,82.4,5.55,0,0,2,3,60.9,67.4,78.3,68.0,68.29,0,0.0
STU0505,IT,Male,78.5,6.07,1,1,2,1,68.3,63.6,48.4,82.7,67.84,0,0.0
STU0506,ECE,Male,84.3,6.61,0,2,2,3,57.3,69.8,79.1,55.1,79.72,1,11.61
STU0507,MECH,Male,80.6,8.55,0,0,2,1,38.1,91.3,27.7,76.0,79.31,1,9.85
STU0508,IT,Female,81.1,6.5,0,0,3,2,79.0,85.0,27.2,66.4,72.16,1,11.0
STU0509,IT,Female,75.9,7.9,0,0,6,2,32.4,68.1,30.7,54.8,83.33,1,10.33
STU0510,IT,Male,66.0,6.61,2,0,2,3,56.7,55.5,55.2,73.4,69.91,0,0.0
STU0511,EEE,Female,64.6,7.47,0,0,1,2,64.2,86.0,79.0,67.1,76.49,1,11.02
